CELLNAME	DRUG	AUC
U251	23759	1.0
U251	23759	1.0
U251	23759	1.0
U251	23759	1.0
U251	23759	0.9934
U251	23759	0.9978
U251	23759	1.0
U251	23759	0.9951
U251	23759	0.9991
U251	241240	0.9676
U251	241240	0.9627
U251	241240	0.9695
U251	241240	0.9615
U251	241240	0.9746
U251	241240	0.9779
U251	241240	0.9802
U251	241240	0.9470000000000001
U251	241240	0.9202
U251	241240	0.9699
U251	241240	0.981
U251	241240	0.9712
U251	241240	0.9686
U251	241240	0.9703
U251	241240	0.9769
U251	241240	0.9888
U251	241240	0.972
U251	241240	0.9761
U251	241240	0.975
U251	241240	0.9631
U251	241240	0.9540000000000001
U251	241240	0.9704
U251	241240	0.9726
U251	241240	0.9697
U251	241240	0.9873
U251	241240	0.9761
U251	241240	0.9677
U251	241240	0.9687
U251	241240	0.9835
U251	241240	0.975
U251	241240	0.9777
U251	241240	0.9663
U251	241240	0.9832
U251	241240	0.9652
U251	241240	0.9669
U251	241240	0.9567
U251	241240	0.971
U251	241240	0.98
U251	241240	0.9735
U251	241240	0.9905
U251	241240	0.9835
U251	241240	0.9735
U251	241240	0.9696
U251	241240	0.9633
U251	241240	0.9522
U251	241240	0.9676
U251	241240	0.9816
U251	241240	0.9756
U251	241240	0.9765
U251	241240	0.9877
U251	241240	0.9017
U251	241240	0.9685
U251	241240	0.9815
U251	241240	0.9788
U251	241240	0.9753
U251	241240	0.9661
U251	243115	0.8893
U251	243115	0.87
U251	24559	0.5568
U251	24559	0.56
U251	24559	0.5477
U251	24559	0.5561
U251	24559	0.5553
U251	24559	0.6299
U251	24559	0.5759
U251	24559	0.5704
U251	24559	0.5681
U251	24559	0.5944
U251	24559	1.0
U251	24559	0.5427
U251	24559	0.5206
U251	24559	0.9272
U251	24559	0.5237
U251	24559	0.4681
U251	24559	0.5671
U251	24559	0.203
U251	24559	0.5283
U251	24559	0.9037
U251	24559	0.6785
U251	24559	0.5226
U251	24559	0.5766
U251	24559	0.4659
U251	24559	0.5598
U251	24559	0.649
U251	24559	0.5581
U251	246131	0.65
U251	246131	0.7741
U251	246131	0.7542
U251	248616	0.9967
U251	249992	0.6890000000000001
U251	249992	0.7423
U251	249992	0.6796
U251	249992	0.6144
U251	249992	0.7033
U251	249992	0.8971
U251	249992	0.6318
U251	249992	0.624
U251	249992	0.6945
U251	249992	0.7145
U251	249992	0.7419
U251	249992	0.6405
U251	249992	0.7083
U251	249992	0.6916
U251	249992	0.6941
U251	249992	0.6356
U251	249992	0.7133
U251	249992	0.7145
U251	249992	0.6519
U251	249992	0.6916
U251	249992	0.7234
U251	249992	0.7115
U251	249992	0.695
U251	249992	0.7226
U251	249992	0.6379
U251	249992	0.7046
U251	249992	0.6807
U251	249992	0.7323
U251	249992	0.6964
U251	249992	0.6826
U251	249992	0.6639
U251	249992	0.642
U251	249992	0.7385
U251	249992	0.7439
U251	249992	0.6966
U251	249992	0.7432
U251	249992	0.6905
U251	249992	0.644
U251	249992	0.7638
U251	249992	0.7704
U251	249992	0.7216
U251	249992	0.6726
U251	249992	0.6439
U251	249992	0.6759999999999999
U251	249992	0.6982
U251	249992	0.6542
U251	249992	1.0
U251	249992	0.6926
U251	249992	0.6378
U251	249992	0.7464
U251	249992	0.6629
U251	249992	0.6734
U251	249992	0.7283
U251	249992	0.6501
U251	249992	0.6317
U251	249992	0.6558
U251	249992	0.7022
U251	249992	0.6552
U251	249992	0.6504
U251	249992	0.6186
U251	249992	0.6653
U251	249992	0.7293
U251	249992	0.6736
U251	249992	0.6522
U251	249992	0.6042
U251	249992	0.6463
U251	249992	0.6829999999999999
U251	249992	0.6506
U251	249992	0.6552
U251	249992	0.7999
U251	249992	0.7761
U251	249992	0.5886
U251	249992	0.5838
U251	249992	0.7148
U251	249992	0.5885
U251	249992	0.7126
U251	249992	0.6731
U251	249992	0.5729
U251	249992	0.6294
U251	249992	0.9165
U251	249992	0.6137
U251	249992	0.6667
U251	249992	0.6274
U251	249992	0.7413
U251	249992	0.7727
U251	249992	0.6942
U251	249992	0.6432
U251	249992	0.6822
U251	249992	0.7636
U251	249992	0.7013
U251	249992	0.6799
U251	249992	0.7113
U251	249992	0.7285
U251	249992	0.7247
U251	249992	0.6721
U251	249992	0.7235
U251	249992	0.7215
U251	249992	0.6999
U251	249992	0.6606
U251	249992	0.6811
U251	249992	0.6462
U251	249992	0.7187
U251	249992	0.6129
U251	249992	0.698
U251	249992	0.7128
U251	249992	0.6478
U251	249992	0.7018
U251	249992	0.6911
U251	249992	0.7011
U251	249992	0.7124
U251	249992	0.6419
U251	249992	0.7120000000000001
U251	249992	0.6277
U251	249992	0.7907
U251	249992	0.64
U251	249992	0.6484
U251	249992	0.7579
U251	249992	0.7378
U251	249992	0.7492
U251	249992	0.7277
U251	249992	0.7123
U251	249992	0.6598
U251	249992	0.7734
U251	249992	0.7444
U251	249992	0.7201
U251	25154	0.9816
U251	25154	0.9768
U251	25154	0.9723
U251	25154	0.9691
U251	25154	0.9805
U251	25154	0.973
U251	25154	0.9775
U251	25154	0.9626
U251	25154	0.9764
U251	25154	0.9689
U251	25154	0.9690000000000001
U251	25154	0.9744
U251	25154	0.9679
U251	25154	0.9714
U251	25154	0.9677
U251	25154	0.9762
U251	25154	0.9753
U251	25154	0.9753
U251	25154	0.9574
U251	25154	0.9821
U251	25154	0.9723
U251	25154	0.9813
U251	25154	0.9757
U251	25154	0.9762
U251	25154	0.9799
U251	25154	0.9787
U251	25154	0.9693
U251	25154	0.9793
U251	25154	0.9675
U251	25154	0.9808
U251	25154	0.9656
U251	25154	0.9786
U251	25154	0.9824
U251	25154	0.9789
U251	25154	0.9809
U251	25154	0.9747
U251	25154	0.9669
U251	25154	0.9701
U251	25154	0.9718
U251	25154	0.9741
U251	25154	0.9679
U251	25154	0.9729
U251	25154	0.9737
U251	25154	0.9717
U251	25154	0.9679
U251	25154	0.9782
U251	25154	0.9799
U251	25154	0.9734
U251	256439	0.5724
U251	256439	0.4523
U251	256439	0.4513
U251	256439	0.4938
U251	256439	0.6588
U251	256439	0.6803
U251	256439	0.7492
U251	256857	1.0
U251	256942	0.7789
U251	256942	0.6826
U251	256942	0.6299
U251	257473	0.9253
U251	257473	0.9173
U251	257473	0.8644
U251	25953	0.8978
U251	25953	0.9095
U251	25953	0.9003
U251	26271	0.9962
U251	26271	0.9999
U251	26271	0.9964
U251	26271	0.9965
U251	26271	0.9976
U251	26271	0.9153
U251	26271	0.9958
U251	26271	0.9902
U251	26271	0.9921
U251	26271	0.9836
U251	26271	1.0
U251	26271	0.9836
U251	26271	1.0
U251	26271	0.9946
U251	26271	0.9951
U251	26271	0.9979
U251	26271	0.9927
U251	26271	0.9973
U251	26271	0.9877
U251	26271	1.0
U251	26271	0.9871
U251	26271	0.9957
U251	26271	0.9966
U251	26271	0.9885
U251	26271	0.9967
U251	26271	1.0
U251	26271	0.9915
U251	26271	1.0
U251	26271	1.0
U251	26271	0.9985
U251	26271	0.9742
U251	26271	1.0
U251	26271	0.9829
U251	26271	0.998
U251	26271	0.9791
U251	26271	0.9311
U251	26271	0.9762
U251	26271	1.0
U251	26271	1.0
U251	26271	1.0
U251	26271	0.9882
U251	26271	0.9825
U251	26271	0.9695
U251	26271	0.9918
U251	26271	0.9937
U251	26271	0.9657
U251	26271	0.9943
U251	265489	0.9999
U251	266046	0.8782
U251	266046	0.8846
U251	266046	0.6970000000000001
U251	26980	0.7131
U251	26980	0.7699
U251	26980	0.8239
U251	26980	0.8227
U251	26980	0.7742
U251	26980	0.7762
U251	26980	0.8854
U251	26980	0.8249
U251	26980	0.7427
U251	26980	0.7069
U251	26980	0.6904
U251	26980	0.7768
U251	26980	0.6814
U251	26980	0.7197
U251	26980	0.75
U251	26980	0.6831
U251	26980	0.7035
U251	26980	0.7373
U251	26980	0.7546
U251	26980	0.657
U251	26980	0.7517
U251	26980	0.7259
U251	26980	0.7727
U251	26980	0.7578
U251	26980	0.7918
U251	26980	0.7849
U251	26980	0.752
U251	26980	0.7265
U251	26980	0.7856
U251	26980	0.7728
U251	26980	0.6917
U251	26980	0.7184
U251	26980	0.7596
U251	26980	0.7448
U251	26980	0.7727
U251	26980	0.7637
U251	26980	0.7148
U251	26980	0.6425
U251	26980	0.7011
U251	26980	0.7744
U251	26980	0.7806
U251	26980	0.7090000000000001
U251	26980	0.7164
U251	26980	0.7140000000000001
U251	26980	0.7439
U251	26980	0.6938
U251	26980	0.59
U251	26980	0.7543
U251	26980	0.7348
U251	26980	0.7137
U251	26980	0.6920000000000001
U251	26980	0.6654
U251	26980	0.7207
U251	26980	0.7664
U251	26980	0.7616
U251	26980	0.7191
U251	26980	0.7307
U251	26980	0.7626
U251	26980	0.7362
U251	26980	0.7723
U251	26980	0.7573
U251	26980	0.7102
U251	26980	0.7371
U251	26980	0.8019
U251	26980	0.7663
U251	26980	0.7388
U251	26980	0.778
U251	26980	0.8019
U251	26980	0.7447
U251	26980	0.7283
U251	26980	0.7339
U251	26980	0.7699
U251	26980	0.7416
U251	26980	0.762
U251	26980	0.7472
U251	26980	0.6869
U251	26980	0.8901
U251	26980	0.7707
U251	26980	0.7549
U251	26980	0.6565
U251	26980	0.7212
U251	26980	0.7901
U251	26980	0.8262
U251	26980	0.6977
U251	26980	0.7787
U251	26980	0.7999
U251	26980	0.7654
U251	26980	0.7302
U251	26980	0.7692
U251	26980	0.7897
U251	26980	0.7768
U251	26980	0.7373
U251	26980	0.7939
U251	26980	0.7932
U251	26980	0.7916
U251	26980	0.7149
U251	26980	0.8525
U251	26980	0.7745
U251	26980	0.7915
U251	26980	0.7399
U251	26980	0.75
U251	26980	0.815
U251	26980	0.7027
U251	26980	0.7552
U251	26980	0.7386
U251	26980	0.8135
U251	26980	0.7267
U251	26980	0.7302
U251	26980	0.5657
U251	26980	0.769
U251	26980	0.8345
U251	26980	0.8129
U251	26980	0.7184
U251	26980	0.708
U251	26980	0.8161
U251	26980	0.8215
U251	26980	0.8395
U251	26980	0.8251
U251	26980	0.795
U251	26980	0.838
U251	26980	0.757
U251	26980	0.8273
U251	26980	0.7228
U251	27640	0.7631
U251	27640	0.7172
U251	27640	0.6723
U251	27640	0.8888
U251	27640	0.8302
U251	27640	0.6411
U251	27640	0.6613
U251	27640	0.6379
U251	27640	0.7465
U251	27640	0.8267
U251	27640	0.6414
U251	27640	0.7451
U251	27640	0.7120000000000001
U251	27640	0.7299
U251	27640	0.6929
U251	27640	0.7057
U251	27640	0.7616
U251	27640	0.7305
U251	27640	0.7009
U251	27640	0.7217
U251	27640	0.7679
U251	27640	0.6884
U251	27640	0.7353
U251	27640	0.7631
U251	27640	0.8085
U251	27640	0.7351
U251	27640	0.6414
U251	27640	0.7009
U251	27640	0.6779999999999999
U251	27640	0.7155
U251	27640	0.6654
U251	27640	0.5831
U251	27640	0.7059
U251	27640	0.7603
U251	27640	0.7125
U251	27640	0.7079
U251	27640	0.8215
U251	27640	0.7948
U251	27640	0.6715
U251	27640	0.6561
U251	27640	0.7037
U251	27640	0.6712
U251	27640	0.6599
U251	27640	0.7002
U251	27640	0.7339
U251	27640	0.6571
U251	27640	0.7553
U251	27640	0.6612
U251	27640	0.6393
U251	27640	0.7356
U251	27640	0.7881
U251	27640	0.653
U251	27640	0.7476
U251	27640	0.7153
U251	27640	0.6304
U251	27640	0.8096
U251	27640	0.7683
U251	27640	0.6698
U251	27640	0.7327
U251	27640	0.7359
U251	27640	0.7203
U251	27640	0.7232
U251	27640	0.7197
U251	27640	0.775
U251	27640	0.8142
U251	27640	0.7412
U251	27640	0.7222
U251	27640	0.8091
U251	27640	0.8096
U251	27640	0.7552
U251	27640	0.7745
U251	27640	0.7482
U251	27640	0.6799
U251	27640	0.9485
U251	27640	0.8293
U251	27640	0.773
U251	27640	0.6389
U251	27640	0.8129
U251	27640	0.7851
U251	27640	0.8358
U251	27640	0.6874
U251	27640	0.7398
U251	27640	0.8238
U251	27640	0.7379
U251	27640	0.7276
U251	27640	0.7554
U251	27640	0.8209
U251	27640	0.7901
U251	27640	0.6943
U251	27640	0.782
U251	27640	0.6522
U251	27640	0.7204
U251	27640	0.774
U251	27640	0.7182
U251	27640	0.6703
U251	27640	0.8066
U251	27640	0.7285
U251	27640	0.6595
U251	27640	0.6996
U251	27640	0.6727
U251	27640	0.7886
U251	27640	0.7290000000000001
U251	27640	0.7809
U251	27640	0.7229
U251	27640	0.711
U251	27640	0.9999
U251	27640	0.7141
U251	27640	0.8687
U251	27640	0.7562
U251	27640	0.777
U251	27640	0.828
U251	27640	0.7612
U251	27640	0.7294
U251	27640	0.6904
U251	27640	0.9113
U251	27640	0.82
U251	27640	0.8174
U251	27640	0.7187
U251	279836	0.4838
U251	279836	0.5371
U251	2821	1.0
U251	2833	0.8699
U251	287459	0.8963
U251	287459	0.8393
U251	290193	0.8878
U251	290193	0.8895
U251	292810	0.8341
U251	296961	0.9733
U251	296961	1.0
U251	296961	1.0
U251	296961	1.0
U251	296961	0.9816
U251	299589	0.91
U251	301739	0.5939
U251	301739	0.3781
U251	301739	0.4913
U251	301739	0.6492
U251	301739	0.5393
U251	301739	0.5722
U251	301739	0.5509
U251	301739	0.5937
U251	301739	0.5927
U251	301739	0.4965
U251	301739	0.5369
U251	3053	0.5581
U251	3053	0.6012
U251	3053	0.5857
U251	3053	0.5717
U251	3053	0.5655
U251	3053	0.564
U251	3053	0.5598
U251	3053	0.5773
U251	3053	0.5369
U251	3053	0.5563
U251	3053	0.7531
U251	3053	0.6366
U251	3053	0.5294
U251	3053	0.5749
U251	3053	0.511
U251	3053	0.6287
U251	3053	0.5471
U251	3053	0.507
U251	3053	0.4558
U251	3053	0.514
U251	3053	0.5539
U251	3053	0.5075
U251	3053	0.5574
U251	3053	0.5949
U251	3053	0.4648
U251	3053	0.5818
U251	3053	0.5019
U251	3053	0.5863
U251	3053	0.5274
U251	3053	0.5361
U251	3053	0.5828
U251	3053	0.5211
U251	3053	0.5478
U251	3053	0.6017
U251	3053	0.5857
U251	3053	0.4563
U251	3053	0.4475
U251	3053	0.5116
U251	3053	0.6005
U251	3053	0.5256
U251	3053	0.5059
U251	3053	0.4276
U251	3053	0.4646
U251	3053	0.6036
U251	3053	0.5749
U251	3053	0.5041
U251	3053	0.5798
U251	3053	0.5706
U251	3053	0.5409
U251	3053	0.5758
U251	3053	0.5386
U251	3053	0.5847
U251	3053	0.5835
U251	3053	0.5963
U251	3053	0.5285
U251	3053	0.5873
U251	3053	0.5843
U251	3053	0.6176
U251	3053	0.649
U251	3053	0.5782
U251	3053	0.5953
U251	3053	0.6438
U251	3053	0.5076
U251	3053	0.5204
U251	3053	0.4727
U251	3053	0.49200000000000005
U251	3053	0.6737
U251	3053	0.6675
U251	3053	0.6237
U251	3053	0.6151
U251	3053	0.7519
U251	3053	0.7217
U251	3053	0.6539
U251	3053	0.6751
U251	3053	0.6819
U251	3053	0.6002
U251	3053	0.5014
U251	3053	0.5804
U251	3053	0.4394
U251	3053	0.5274
U251	3053	0.6921
U251	3053	0.5751
U251	3053	0.588
U251	3053	0.4913
U251	3053	0.4801
U251	3053	0.5431
U251	3053	0.6138
U251	3053	0.5446
U251	3053	0.6526
U251	3053	0.608
U251	3053	0.599
U251	3053	0.6082
U251	3053	0.5774
U251	3053	0.6014
U251	3053	0.5421
U251	3053	0.6219
U251	3053	0.5194
U251	3053	0.6033
U251	3053	0.5832
U251	3053	0.5875
U251	3053	0.5829
U251	3053	0.5755
U251	3053	0.6111
U251	3053	0.4409
U251	3053	0.5263
U251	3053	0.6128
U251	3053	0.6027
U251	3053	0.5422
U251	3053	0.526
U251	3053	0.4942
U251	3053	0.5219
U251	3053	0.5457
U251	3053	0.6054
U251	3053	0.5298
U251	3053	0.5753
U251	3053	0.665
U251	3053	0.5409
U251	3053	0.5524
U251	3053	0.6003
U251	3053	0.551
U251	3061	0.9245
U251	3061	0.94
U251	3069	0.9899
U251	3069	0.9959
U251	3088	0.9334
U251	3088	0.9566
U251	3088	0.9699
U251	3088	0.9479
U251	3088	0.9372
U251	3088	0.9682
U251	3088	0.956
U251	3088	0.9673
U251	3088	0.9409
U251	3088	0.9406
U251	3088	0.9484
U251	3088	0.9652
U251	3088	0.9785
U251	3088	0.9546
U251	3088	0.9672
U251	3088	0.9528
U251	3088	0.9731
U251	3088	0.9314
U251	3088	0.9698
U251	3088	0.95
U251	3088	0.9684
U251	3088	0.9488
U251	3088	0.9135
U251	3088	0.9577
U251	3088	0.9584
U251	3088	0.956
U251	3088	0.9745
U251	3088	0.9658
U251	3088	0.9786
U251	3088	0.9612
U251	3088	0.9653
U251	3088	0.9575
U251	3088	0.9887
U251	3088	0.9268
U251	3088	0.9528
U251	3088	0.9911
U251	3088	0.9487
U251	3088	0.9573
U251	3088	0.9271
U251	3088	0.9559
U251	3088	0.9327
U251	3088	0.9707
U251	3088	0.9396
U251	3088	0.9512
U251	3088	0.9692
U251	3088	0.9608
U251	3088	0.9470000000000001
U251	3088	0.9533
U251	3088	0.9636
U251	3088	0.9638
U251	3088	0.9443
U251	3088	0.9444
U251	3088	0.9506
U251	3088	0.951
U251	3088	0.9567
U251	3088	0.9675
U251	3088	0.9263
U251	3088	0.9678
U251	3088	0.9478
U251	3088	0.9577
U251	3088	0.9214
U251	3088	0.8751
U251	3088	0.8354
U251	3088	0.863
U251	3088	0.8765
U251	3088	0.9724
U251	3088	0.9318
U251	3088	0.9785
U251	3088	0.9719
U251	3088	0.9801
U251	3088	0.9256
U251	3088	0.9582
U251	3088	0.9654
U251	3088	0.9639
U251	3088	0.9642
U251	3088	0.9587
U251	3088	0.9672
U251	3088	0.9678
U251	3088	0.9503
U251	3088	0.9528
U251	3088	0.9819
U251	3088	0.9869
U251	3088	0.9487
U251	3088	0.9546
U251	3088	0.9659
U251	3088	0.9574
U251	3088	0.971
U251	3088	0.9729
U251	3088	0.9948
U251	3088	0.9755
U251	3088	0.9683
U251	3088	0.9745
U251	3088	0.9395
U251	3088	0.9584
U251	3088	0.9796
U251	3088	0.9435
U251	3088	0.9616
U251	3088	0.9508
U251	3088	0.9725
U251	3088	0.9436
U251	3088	0.963
U251	3088	0.9302
U251	3088	0.9827
U251	3088	0.9437
U251	3088	0.9603
U251	3088	0.9093
U251	3088	0.9832
U251	3088	0.9763
U251	3088	0.9604
U251	3088	0.9684
U251	3088	0.9449
U251	3088	0.9757
U251	3088	0.9958
U251	3088	0.9761
U251	3088	0.9217
U251	3088	0.971
U251	3088	0.9723
U251	3088	0.941
U251	3088	0.9699
U251	3088	0.9593
U251	3088	0.9816
U251	3088	0.9657
U251	3088	0.9702
U251	3088	0.9608
U251	3090	0.6054
U251	312887	0.9897
U251	312887	0.983
U251	312887	0.9921
U251	312887	0.9994
U251	312887	0.9940000000000001
U251	312887	0.9782
U251	312887	0.9978
U251	312887	0.9852
U251	312887	0.9987
U251	312887	0.9977
U251	312887	0.9919
U251	312887	0.9714
U251	312887	0.997
U251	312887	0.9982
U251	312887	0.987
U251	315851	0.9879
U251	317629	0.963
U251	32065	0.9855
U251	32065	0.9982
U251	32065	0.9994
U251	32065	0.9963
U251	32065	0.9508
U251	32065	0.9937
U251	32065	0.9789
U251	32065	0.9913
U251	32065	0.9835
U251	32065	0.9931
U251	32065	0.9835
U251	32065	0.9867
U251	32065	0.9905
U251	32065	0.9999
U251	32065	0.9934
U251	32065	0.987
U251	32065	0.9995
U251	32065	0.9853
U251	32065	1.0
U251	32065	0.9913
U251	32065	0.9918
U251	32065	0.9946
U251	32065	0.9999
U251	32065	0.9939
U251	32065	1.0
U251	32065	0.9999
U251	32065	1.0
U251	32065	0.9999
U251	32065	1.0
U251	32065	0.9989
U251	32065	0.9745
U251	32065	0.9939
U251	32065	0.9981
U251	32065	0.9841
U251	32065	0.9999
U251	32065	0.9999
U251	32065	0.9840000000000001
U251	32065	0.9929
U251	32065	0.9793
U251	32065	1.0
U251	32065	0.9994
U251	32065	0.9976
U251	32065	0.9851
U251	32065	0.9913
U251	32065	0.9918
U251	32065	0.997
U251	321521	0.624
U251	321521	0.627
U251	32982	0.8531
U251	33299	0.9923
U251	337250	0.938
U251	337250	0.9953
U251	337250	0.9922
U251	34462	0.9293
U251	34462	0.9127
U251	34462	0.8533
U251	34462	0.8816
U251	34462	0.9629
U251	34462	0.9025
U251	34462	0.8844
U251	34462	0.9246
U251	34462	0.9239
U251	34462	0.9467
U251	34462	0.909
U251	34462	0.8909
U251	34462	0.9193
U251	34462	0.9215
U251	34462	0.9188
U251	34462	0.9292
U251	34462	0.9242
U251	34462	0.9287
U251	34462	0.8864
U251	34462	0.8836
U251	34462	0.9099
U251	34462	0.9321
U251	34462	0.9399
U251	34462	0.9390000000000001
U251	34462	0.9440000000000001
U251	34462	0.9485
U251	34462	0.9439
U251	34462	0.9136
U251	34462	0.9081
U251	34462	0.938
U251	34462	0.8832
U251	34462	0.9286
U251	34462	0.9735
U251	34462	0.9263
U251	34462	0.9379
U251	34462	0.8862
U251	34462	0.9148
U251	34462	0.904
U251	34462	0.9556
U251	34462	0.9352
U251	34462	0.9286
U251	34462	0.9109
U251	34462	0.9067
U251	34462	0.9275
U251	34462	0.8941
U251	34462	0.9192
U251	34462	0.9324
U251	34462	0.9173
U251	34521	0.9955
U251	34936	0.9764
U251	34936	0.9773
U251	34936	0.9805
U251	352122	0.7187
U251	352122	0.7113
U251	352122	0.71
U251	352122	0.7309
U251	352122	0.7266
U251	352122	0.7474
U251	352122	0.6702
U251	352122	0.6998
U251	352122	0.7613
U251	352122	0.7592
U251	352122	0.6709
U251	352122	0.6205
U251	352122	0.8261
U251	352122	0.6672
U251	352122	0.7449
U251	352122	0.6674
U251	352122	0.9239
U251	352122	0.6811
U251	352122	0.6888
U251	35347	0.9890000000000001
U251	35443	0.9773
U251	3590	0.9949
U251	3590	0.9986
U251	3590	1.0
U251	3590	0.9996
U251	362856	0.9979
U251	362856	0.9957
U251	367746	0.9788
U251	369100	0.9623
U251	369100	0.9348
U251	38721	0.9157
U251	38721	0.8863
U251	38721	0.9334
U251	38721	0.9018
U251	38721	0.953
U251	38721	0.8822
U251	38721	0.9203
U251	38721	0.9034
U251	38721	0.9124
U251	38721	0.9203
U251	38721	0.9059999999999999
U251	38721	0.8933
U251	38721	0.8977
U251	38721	0.9002
U251	38721	0.9154
U251	38721	0.8905
U251	38721	0.9133
U251	38721	0.8988
U251	38721	0.8888
U251	38721	0.9029
U251	38721	0.8921
U251	38721	0.9087
U251	38721	0.9119
U251	38721	0.8988
U251	38721	0.9177
U251	38721	0.9009
U251	38721	0.8995
U251	38721	0.8851
U251	38721	0.8996
U251	38721	0.9097
U251	38721	0.9213
U251	38721	0.9134
U251	38721	0.9390000000000001
U251	38721	0.9244
U251	38721	0.9028
U251	38721	0.9056
U251	38721	0.8957
U251	38721	0.9086
U251	38721	0.9238
U251	38721	0.9302
U251	38721	0.8972
U251	38721	0.8963
U251	38721	0.9053
U251	38721	0.9139
U251	38721	0.9059999999999999
U251	38721	0.9066
U251	38721	0.6182
U251	38721	0.9158
U251	39661	0.985
U251	39661	0.9879
U251	407305	0.9967
U251	409962	0.9492
U251	409962	0.9296
U251	409962	0.9523
U251	409962	0.9672
U251	409962	0.9721
U251	409962	0.9697
U251	409962	0.9753
U251	409962	0.9689
U251	409962	0.971
U251	409962	0.9690000000000001
U251	409962	0.5965
U251	409962	0.9733
U251	409962	0.9683
U251	409962	0.9685
U251	409962	0.9656
U251	409962	0.9701
U251	409962	0.9661
U251	409962	0.9708
U251	409962	0.9719
U251	409962	0.9716
U251	409962	0.9665
U251	409962	0.9484
U251	409962	0.9681
U251	409962	0.9698
U251	409962	0.9635
U251	409962	0.9748
U251	409962	0.9747
U251	409962	0.9734
U251	409962	0.9692
U251	409962	0.9699
U251	409962	0.9746
U251	409962	0.9721
U251	409962	0.9604
U251	409962	0.9711
U251	409962	0.9794
U251	409962	0.9583
U251	409962	0.9708
U251	409962	0.9729
U251	409962	0.9644
U251	409962	0.9719
U251	409962	0.9692
U251	409962	0.971
U251	409962	0.9683
U251	409962	0.9651
U251	409962	0.9479
U251	409962	0.965
U251	409962	0.9832
U251	409962	0.9608
U251	409962	0.9707
U251	409962	0.9716
U251	409962	0.9678
U251	409962	0.9631
U251	409962	0.9716
U251	409962	0.9719
U251	409962	0.9688
U251	409962	0.9645
U251	409962	0.9415
U251	409962	0.9754
U251	409962	0.9749
U251	409962	0.9663
U251	409962	0.971
U251	409962	0.9704
U251	409962	0.9701
U251	409962	0.9671
U251	409962	0.9706
U251	409962	0.9794
U251	409962	0.9683
U251	409962	0.9752
U251	409962	0.9729
U251	409962	0.9546
U251	409962	0.9666
U251	409962	0.9684
U251	409962	0.9694
U251	409962	0.9763
U251	409962	0.9552
U251	409962	0.9936
U251	409962	0.9666
U251	409962	0.9729
U251	409962	0.9716
U251	409962	0.9703
U251	409962	0.9708
U251	409962	0.9871
U251	409962	0.9582
U251	409962	0.9641
U251	409962	0.9504
U251	409962	0.9741
U251	409962	0.9719
U251	409962	0.9695
U251	409962	0.9772
U251	409962	0.9825
U251	409962	0.9639
U251	409962	0.9497
U251	409962	0.9745
U251	409962	0.9881
U251	409962	0.9769
U251	409962	0.8648
U251	409962	0.8579
U251	409962	0.8492
U251	409962	0.8546
U251	409962	0.9827
U251	409962	0.9743
U251	409962	0.9666
U251	409962	0.9768
U251	409962	0.9776
U251	409962	0.9822
U251	409962	0.9795
U251	409962	0.9704
U251	409962	0.9886
U251	409962	0.9907
U251	409962	0.9769
U251	409962	0.9748
U251	409962	0.9771
U251	409962	0.9676
U251	409962	0.9831
U251	409962	0.9852
U251	409962	0.9878
U251	409962	0.9774
U251	409962	0.9724
U251	409962	0.9796
U251	409962	0.9803
U251	409962	0.9676
U251	4291	0.9538
U251	4291	0.8944
U251	4375	1.0
U251	45388	0.9866
U251	45388	0.9965
U251	45388	0.9692
U251	45388	0.9745
U251	45388	0.9853
U251	45388	0.9996
U251	45388	0.9916
U251	45388	0.9687
U251	45388	0.9768
U251	45388	0.9855
U251	45388	0.9744
U251	45388	0.9669
U251	45388	0.998
U251	45388	0.9955
U251	45388	0.9984
U251	45388	0.9761
U251	45388	0.9947
U251	45388	0.9818
U251	45388	0.9665
U251	45388	0.9689
U251	45388	0.9898
U251	45388	0.9995
U251	45388	0.97
U251	45388	0.9975
U251	45388	0.9979
U251	45388	0.9951
U251	45388	0.998
U251	45388	0.998
U251	45388	0.9753
U251	45388	0.9975
U251	45388	0.9879
U251	45388	0.9738
U251	45388	0.9998
U251	45388	0.9889
U251	45388	0.9636
U251	45388	0.9525
U251	45388	0.9656
U251	45388	0.9852
U251	45388	0.965
U251	45388	0.9981
U251	45388	0.9991
U251	45388	0.9754
U251	45388	0.9778
U251	45388	0.9778
U251	45388	0.9838
U251	45388	0.9986
U251	45388	0.9936
U251	45388	0.97
U251	45388	0.8271
U251	45388	0.9967
U251	45388	0.9866
U251	45388	1.0
U251	45388	1.0
U251	45923	0.9969
U251	4722	0.9902
U251	4722	0.9974
U251	4722	1.0
U251	4722	0.9982
U251	49842	0.5733
U251	49842	0.5887
U251	49842	0.3059
U251	49842	0.5223
U251	49842	0.6072
U251	49842	0.8554
U251	49842	0.3868
U251	49842	0.4965
U251	49842	0.6007
U251	49842	0.5404
U251	49842	0.7127
U251	49842	0.5157
U251	49842	0.446
U251	49842	0.5322
U251	49842	0.5595
U251	49842	0.5466
U251	49842	0.5263
U251	49842	0.5891
U251	49842	0.6347
U251	49842	0.3906
U251	49842	0.6713
U251	49842	0.5374
U251	49842	0.6402
U251	49842	0.4635
U251	49842	0.5389
U251	49842	0.4974
U251	49842	0.5704
U251	49842	0.3767
U251	49842	0.6867
U251	49842	0.545
U251	49842	0.5575
U251	49842	0.5206
U251	49842	0.5372
